country,city,address,coordinates,operator,type,phone,email,website,image,wikidata
Austria,Vienna,,Point(16.3814 48.1975),United Kingdom,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jauresgasse12.JPG,http://www.wikidata.org/entity/Q51722418
Austria,Vienna,,Point(16.3562 48.2228),United States of America,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/US-Botschaft%20Wien.JPG,http://www.wikidata.org/entity/Q875343
Austria,Vienna,,Point(16.3728 48.1913),Vatican City,Apostolic Nunciature,,,http://www.nuntiatur.at/,http://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Apostolische%20Nuntiatur%2020180507-03.jpg,http://www.wikidata.org/entity/Q53846984
Austria,Vienna,,Point(16.3804 48.1895),Venezuela,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Botschaft%20der%20Republik%20Venezuela.jpg,http://www.wikidata.org/entity/Q54169006
Austria,Vienna,,Point(16.3834 48.201),Yemen,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Reisnerstr18.JPG,http://www.wikidata.org/entity/Q54168833
Azerbaijan,,,Point(49.8372299 40.3723909),Netherlands,embassy,,,,,http://www.wikidata.org/entity/Q38049763
Azerbaijan,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28112011
Azerbaijan,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q3879492
Azerbaijan,Baku,,Point(49.812777777 40.399444444),Bulgaria,embassy,,,,,http://www.wikidata.org/entity/Q16414649
Azerbaijan,Baku,,,Egypt,embassy,,,,,http://www.wikidata.org/entity/Q20580907
Azerbaijan,Baku,,Point(49.840475 40.370408),France,embassy,,,http://ambafrance-az.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Fransa%20s%C9%99firliyinin%20binas%C4%B1%2C%20R.Rza%2011.JPG,http://www.wikidata.org/entity/Q2841725
Azerbaijan,Baku,,,Georgia,embassy,,,,,http://www.wikidata.org/entity/Q12840039
Azerbaijan,Baku,,,Germany,embassy,,,,,http://www.wikidata.org/entity/Q16415875
Azerbaijan,Baku,,,Greece,embassy,,,,,http://www.wikidata.org/entity/Q16418288
Azerbaijan,Baku,,,India,embassy,,,,,http://www.wikidata.org/entity/Q12840358
Azerbaijan,Baku,,,Iran,embassy,,,,,http://www.wikidata.org/entity/Q12849136
Azerbaijan,Baku,,,Iraq,embassy,,,,,http://www.wikidata.org/entity/Q20586913
Azerbaijan,Baku,,,Israel,embassy,,,http://embassies.gov.il/baku/,,http://www.wikidata.org/entity/Q12849277
Azerbaijan,Baku,,,Italy,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ki%C3%A7ik%20Qala%2044%20%282%29.JPG,http://www.wikidata.org/entity/Q20587002
Azerbaijan,Baku,,Point(49.824422222 40.388502777),Japan,embassy,,,,,http://www.wikidata.org/entity/Q12847814
Azerbaijan,Baku,,,Kazakhstan,embassy,,,,,http://www.wikidata.org/entity/Q20583072
Azerbaijan,Baku,,,Latvia,embassy,,,,,http://www.wikidata.org/entity/Q12841313
Azerbaijan,Baku,,,Libya,embassy,,,,,http://www.wikidata.org/entity/Q16418558
Azerbaijan,Baku,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q18647711
Azerbaijan,Baku,,,Pakistan,embassy,,,,,http://www.wikidata.org/entity/Q12843778
Azerbaijan,Baku,,,People's Republic of China,embassy,,,,,http://www.wikidata.org/entity/Q16413639
Azerbaijan,Baku,,,Romania,embassy,,,,,http://www.wikidata.org/entity/Q12845101
Azerbaijan,Baku,,,Russia,embassy,,,,,http://www.wikidata.org/entity/Q16416268
Azerbaijan,Baku,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q16417379
Azerbaijan,Baku,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794027
Azerbaijan,Baku,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333497
Azerbaijan,Baku,,,Turkey,embassy,,,,,http://www.wikidata.org/entity/Q16417782
Azerbaijan,Baku,,,Turkish Republic of Northern Cyprus,embassy,,,,,http://www.wikidata.org/entity/Q19611766
Azerbaijan,Baku,"Баку-69, вул. Ю.Везірова (Чеменземінлі), 49",Point(49.84385 40.4042),Ukraine,embassy,+41-24412706,mailto:emb_az@mfa.gov.ua,http://azerbaijan.mfa.gov.ua/ua,,http://www.wikidata.org/entity/Q11165280
Azerbaijan,Baku,,,United Kingdom,embassy,,,,,http://www.wikidata.org/entity/Q12837869
Azerbaijan,Baku,,,United States of America,embassy,,,,,http://www.wikidata.org/entity/Q12835264
Azerbaijan,Baku,,,Uzbekistan,embassy,,,,,http://www.wikidata.org/entity/Q12848723
Bahamas,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784962
Bahamas,Nassau,,,Australia,consulate,,,,,http://www.wikidata.org/entity/Q23891489
Bahrain,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28114149
Bahrain,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q3879493
Bahrain,Manama,,Point(50.595109 26.238844),France,embassy,,,http://www.ambafrance-bh.org/,,http://www.wikidata.org/entity/Q2841797
Bahrain,Manama,,,Pakistan,embassy,,,http://www.mofa.gov.pk/bahrain/,,http://www.wikidata.org/entity/Q19321789
Bahrain,Manama,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857276
Bahrain,Manama,,,Turkey,embassy,,,,,http://www.wikidata.org/entity/Q19611772
Bahrain,Manama,,Point(50.57083333 26.20472222),United States of America,embassy,,,,,http://www.wikidata.org/entity/Q15216585
Bangladesh,,,Point(90.414975284 23.796579291),Netherlands,embassy,,,,,http://www.wikidata.org/entity/Q38050100
Bangladesh,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q3879496
Bangladesh,Dhaka,,Point(90.41909 23.789272),France,embassy,,,http://www.ambafrance-bd.org/,,http://www.wikidata.org/entity/Q2841612
Bangladesh,Dhaka,,,Germany,embassy,,,http://www.dhaka.diplo.de/,http://commons.wikimedia.org/wiki/Special:FilePath/German%20Embassy%20Dhaka%202.jpg,http://www.wikidata.org/entity/Q24948072
Bangladesh,Dhaka,,Point(-0.14606 51.5053),Japan,diplomatic mission,,,http://www.bd.emb-japan.go.jp/,,http://www.wikidata.org/entity/Q28533533
Bangladesh,Dhaka,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383566
Bangladesh,Dhaka,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857293
Bangladesh,Dhaka,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18449202
Bangladesh,Dhaka,,,United States of America,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/US%20embassy%20dhaka.jpg,http://www.wikidata.org/entity/Q19891423
Barbados,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784966
Barbados,Bridgetown,,,Brazil,embassy,,,,,http://www.wikidata.org/entity/Q10272243
Barbados,Saint Michael,,,Australia,consulate,,,,,http://www.wikidata.org/entity/Q23891511
Belarus,,,Point(27.549159 53.90521),Iceland,consulate,,,,,http://www.wikidata.org/entity/Q3656243
Belarus,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29447914
Belarus,,,,Vatican City,Apostolic Nunciature,,,http://nunciature.catholic.by/,,http://www.wikidata.org/entity/Q531933
Belarus,Minsk,,Point(27.62103 53.90434),Armenia,embassy,,,,,http://www.wikidata.org/entity/Q33116785
Belarus,Minsk,,Point(27.5475655 53.9221608),Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836871
Belarus,Minsk,,Point(27.554461111 53.90355),Bulgaria,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20France%20and%20Bulgaria%20in%20Minsk.JPG,http://www.wikidata.org/entity/Q33117143
Belarus,Minsk,,Point(27.58611 53.91012),Cuba,embassy,,,,,http://www.wikidata.org/entity/Q33117298
Belarus,Minsk,,Point(27.5893286 53.8971398),Czech Republic,embassy,,,,,http://www.wikidata.org/entity/Q33113431
Belarus,Minsk,,Point(27.5892875 53.904635),Estonia,embassy,,,,,http://www.wikidata.org/entity/Q20813615
Belarus,Minsk,,Point(27.55446 53.90355),France,embassy,,,http://www.ambafrance-by.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20France%20and%20Bulgaria%20in%20Minsk.JPG,http://www.wikidata.org/entity/Q2841734
Belarus,Minsk,,Point(27.5555325 53.9044794),Georgia,embassy,,,,,http://www.wikidata.org/entity/Q33113443
Belarus,Minsk,,Point(27.5766 53.90708),Germany,embassy,,,,,http://www.wikidata.org/entity/Q33113461
Belarus,Minsk,,Point(27.5890626 53.9043041),Hungary,embassy,,,,,http://www.wikidata.org/entity/Q33117413
Belarus,Minsk,,Point(27.58652 53.94465),India,embassy,,,,,http://www.wikidata.org/entity/Q33117569
Belarus,Minsk,,Point(27.546372 53.923527),Iran,embassy,,,,,http://www.wikidata.org/entity/Q33116997
Belarus,Minsk,,Point(27.58333 53.88468),Israel,embassy,,,,,http://www.wikidata.org/entity/Q33117905
Belarus,Minsk,,Point(27.5488605 53.9053624),Italy,embassy,,,,,http://www.wikidata.org/entity/Q33113454
Belarus,Minsk,,Point(27.5429024 53.9112647),Japan,embassy,,,,,http://www.wikidata.org/entity/Q33118113
Belarus,Minsk,,Point(27.51429 53.9263),Kazakhstan,embassy,,,,,http://www.wikidata.org/entity/Q33113719
Belarus,Minsk,,Point(27.5595 53.91594),Kyrgyzstan,embassy,,,,,http://www.wikidata.org/entity/Q33113706
Belarus,Minsk,,Point(27.58757 53.91888),Latvia,embassy,,,,,http://www.wikidata.org/entity/Q33118635
Belarus,Minsk,,Point(27.5613 53.89305),Libya,embassy,,,,,http://www.wikidata.org/entity/Q33113947
Belarus,Minsk,,Point(27.5863665 53.8969753),Lithuania,embassy,,,,,http://www.wikidata.org/entity/Q33118789
Belarus,Minsk,,Point(27.56102 53.89343),Moldova,embassy,,,,,http://www.wikidata.org/entity/Q33113941
Belarus,Minsk,,Point(27.5915019 53.9105397),People's Republic of China,embassy,,,,,http://www.wikidata.org/entity/Q33116506
Belarus,Minsk,,Point(27.57598 53.90661),Poland,embassy,,,http://www.minsk.polemb.net/,,http://www.wikidata.org/entity/Q9149578
Belarus,Minsk,,Point(27.5989459 53.9271062),Romania,embassy,,,,,http://www.wikidata.org/entity/Q33119274
Belarus,Minsk,,,Russia,embassy,,mailto:rusemb-minsk@yandex.ru,http://www.belarus.mid.ru/,,http://www.wikidata.org/entity/Q4374045
Belarus,Minsk,"Rumyanceva st. 4220034 Minsk, Republic Belarus",Point(27.57544 53.90643),Serbia,embassy,+375-17-284-29-84,mailto:embassy.minsk@mfa.rs,http://www.minsk.mfa.gov.rs/,,http://www.wikidata.org/entity/Q33113564
Belarus,Minsk,,Point(27.52684 53.92177),South Korea,embassy,,,,,http://www.wikidata.org/entity/Q33118472
Belarus,Minsk,,Point(27.550287 53.901775),Sweden,embassy,,,http://www.swedenabroad.com/Minsk/,http://commons.wikimedia.org/wiki/Special:FilePath/Swe-emb-minsk-2009.jpg,http://www.wikidata.org/entity/Q10686015
Belarus,Minsk,,Point(27.6177615 53.9359844),Syria,embassy,,,,,http://www.wikidata.org/entity/Q33120025
Belarus,Minsk,,Point(27.51315 53.92786),Turkmenistan,embassy,,,http://www.kenemb.ru,,http://www.wikidata.org/entity/Q18408335
Belarus,Minsk,"220002, м. Мінськ, вул. Старовіленська, 51",Point(27.55809 53.91427),Ukraine,embassy,+375-17-283-19-89,mailto:emb_by@mfa.gov.ua,http://belarus.mfa.gov.ua/ua,http://commons.wikimedia.org/wiki/Special:FilePath/Ukrainian%20embassy%20Minsk.JPG,http://www.wikidata.org/entity/Q3917804
Belarus,Minsk,,Point(27.56753 53.91211),United Arab Emirates,embassy,,,,,http://www.wikidata.org/entity/Q33113502
Belarus,Minsk,,Point(27.5611876 53.8997719),United Kingdom,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D1%96%D0%BD%D1%81%D0%BA.%20%D0%92%D1%83%D0%BB%D1%96%D1%86%D0%B0%20%D0%9A%D0%B0%D1%80%D0%BB%D0%B0%20%D0%9C%D0%B0%D1%80%D0%BA%D1%81%D0%B0%20%2810%29.jpg,http://www.wikidata.org/entity/Q33113448
Belarus,Minsk,,Point(27.55874 53.91293),United States of America,embassy,,,,,http://www.wikidata.org/entity/Q33113473
Belarus,Minsk,,Point(27.56745 53.91248),Venezuela,embassy,,,,,http://www.wikidata.org/entity/Q33113496
Belgium,,,Point(4.385003617 50.843027998),Netherlands,embassy,,,,,http://www.wikidata.org/entity/Q38050264
Belgium,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857091
Belgium,,,Point(4.41958333 50.82694444),Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q511060
Belgium,Auderghem,,Point(4.43278 50.8133),Malawi,embassy,,,http://www.embassymalawi.be,,http://www.wikidata.org/entity/Q15639459
Belgium,Belgium,,,Fiji,embassy,,,,,http://www.wikidata.org/entity/Q25047637
Belgium,Brussels,,,Australia,diplomatic mission,,,http://eu.mission.gov.au/,,http://www.wikidata.org/entity/Q23891513
Belgium,Brussels,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836872
Belgium,Brussels,,,Brazil,embassy,,,,,http://www.wikidata.org/entity/Q25447453
Belgium,Brussels,,Point(4.36739 50.8469),France,embassy,,,http://www.ambafrance-be.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Rue%20Ducale%2065%20Hertogstraat%20Brussels%202012-06%20B.JPG,http://www.wikidata.org/entity/Q17490956
Belgium,Brussels,,,India,embassy,,,,,http://www.wikidata.org/entity/Q24949892
Belgium,Brussels,,Point(4.37166667 50.84166667),Lithuania,embassy,,,,,http://www.wikidata.org/entity/Q16931124
Belgium,Brussels,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383559
Belgium,Brussels,,Point(4.44502 50.8275),Sierra Leone,embassy,,,,,http://www.wikidata.org/entity/Q16010350
Belgium,Brussels,,,South Korea,embassy,,,,,http://www.wikidata.org/entity/Q55734497
Belgium,Brussels,,Point(4.36047 50.8115),Swaziland,embassy,,,http://www.swaziembassy.be,,http://www.wikidata.org/entity/Q16010354
Belgium,Brussels,,Point(4.36047 50.8115),Swaziland,embassy,,,http://www.swaziembassy.be,,http://www.wikidata.org/entity/Q16303712
Belgium,Brussels,,,Sweden,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Swedish%20embassy%20in%20Brussels.jpg,http://www.wikidata.org/entity/Q10686000
Belgium,Brussels,,Point(4.40777 50.8366),São Tomé and Príncipe,embassy,,,,,http://www.wikidata.org/entity/Q16303670
Belgium,Brussels,,Point(4.3675254 50.8418897),Turkey,embassy,,,,,http://www.wikidata.org/entity/Q2464729
Belgium,Brussels,"30-32, Av. A.Lancaster, B-1180 Bruxelles",Point(4.360775 50.79530278),Ukraine,embassy,+32-2-379-21-11,mailto:emb_be@mfa.gov.ua,http://belgium.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142695
Belgium,Brussels,,Point(4.367372222 50.844525),United States of America,embassy,,,http://dutch.belgium.usembassy.gov,http://commons.wikimedia.org/wiki/Special:FilePath/American%20Embassy%20in%20Brussels.jpg,http://www.wikidata.org/entity/Q18071136
Belgium,Soumagne,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934378
Belize,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q2448667
Belize,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q13534306
Belize,Belmopan,,,Brazil,embassy,,,,,http://www.wikidata.org/entity/Q10272240
Benin,,,Point(2.387711852 6.351363346),Netherlands,embassy,,,,,http://www.wikidata.org/entity/Q38050406
Benin,Cotonou,,Point(2.413682 6.352434),France,embassy,,,http://www.ambafrance-bj.org/,,http://www.wikidata.org/entity/Q2841624
Benin,Cotonou,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q1080132
Bolivia,La Paz,,,Australia,consulate,,,,,http://www.wikidata.org/entity/Q23891518
Bolivia,La Paz,,Point(-68.108486 -16.526399),France,embassy,,,http://www.ambafrance-bo.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embajada%20Francesa%20en%20La%20Paz%2C%20Bolivia.jpg,http://www.wikidata.org/entity/Q2841726
Bolivia,La Paz,,Point(-68.127437 -16.506965),Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10686011
Bosnia and Herzegovina,,,Point(18.402713833 43.852813575),Netherlands,embassy,,,,,http://www.wikidata.org/entity/Q38050741
Bosnia and Herzegovina,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857165
Bosnia and Herzegovina,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29424519
Bosnia and Herzegovina,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q4780643
Bosnia and Herzegovina,Sarajevo,,,Australia,honorary consulate,,,,,http://www.wikidata.org/entity/Q23891521
Bosnia and Herzegovina,Sarajevo,,,Austria,embassy,,,http://www.bmeia.gv.at/botschaft/sarajewo.html,,http://www.wikidata.org/entity/Q23689741
Bosnia and Herzegovina,Sarajevo,,Point(18.415712 43.861695),France,embassy,,,http://www.ambafrance-ba.org/,,http://www.wikidata.org/entity/Q2841730
Bosnia and Herzegovina,Sarajevo,,,Russia,embassy,,,http://www.sarajevo.mid.ru/,,http://www.wikidata.org/entity/Q27835115
Bosnia and Herzegovina,Sarajevo,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10686023
Bosnia and Herzegovina,Sarajevo,Robert C. Frasure St 1,Point(18.400425 43.856680555),United States of America,embassy,,,https://ba.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/Sarajevo%20US%20Embassy.JPG,http://www.wikidata.org/entity/Q5369968
Botswana,,,,United States of America,embassy,,,,,http://www.wikidata.org/entity/Q43083447
Botswana,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q28664315
Botswana,Gaborone,,,Australia,consulate,,,,,http://www.wikidata.org/entity/Q23891531
Botswana,Gaborone,,Point(25.917467 -24.659401),France,embassy,,,http://www.ambafrance-bw.org/,,http://www.wikidata.org/entity/Q2841614
Botswana,Gaborone,,Point(25.910694444 -24.661694444),Japan,embassy,,,http://www.botswana.emb-japan.go.jp/itprtop_ja/,,http://www.wikidata.org/entity/Q44663533
Botswana,Gaborone,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q19977542
Brazil,,,Point(-47.8732014 -15.8067147),Netherlands,embassy,,,,,http://www.wikidata.org/entity/Q38050859
Brazil,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857198
Brazil,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512256
Brazil,Brasília,,Point(-47.87759167 -15.81015278),Colombia,embassy,,,,,http://www.wikidata.org/entity/Q5369615
Brazil,Brasília,,Point(-47.87374 -15.805726),France,embassy,,,http://www.ambafrance-br.org/,,http://www.wikidata.org/entity/Q2841625
Brazil,Brasília,,Point(-47.8863 -15.8213),Germany,embassy,,,,,http://www.wikidata.org/entity/Q5369693
Brazil,Brasília,,Point(-47.896138888 -15.830222222),Japan,embassy,,,http://www.br.emb-japan.go.jp/itprtop_pt/,,http://www.wikidata.org/entity/Q47013110
Brazil,Brasília,,Point(-47.86666667 -15.80055556),Lebanon,embassy,,,,,http://www.wikidata.org/entity/Q10272289
Brazil,Brasília,,,North Korea,embassy,,,,,http://www.wikidata.org/entity/Q18246506
Brazil,Brasília,,Point(-47.8739 -15.8024),Portugal,embassy,,,,,http://www.wikidata.org/entity/Q18473943
Brazil,Brasília,,,Russia,embassy,,,,,http://www.wikidata.org/entity/Q16687391
Brazil,Brasília,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q25438234
Brazil,Brasília,,,South Korea,embassy,,,http://bra-brasilia.mofa.go.kr/worldlanguage/america/bra-brasilia/main/index.jsp,,http://www.wikidata.org/entity/Q55734499
Brazil,Brasília,,Point(-47.889231 -15.824418),Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10685999
Brazil,Brasília,"Shis, QІ-05, Conjunto-04, Casa-02, Lago sul Cep 71615-040 Brasília-DF",Point(-47.907719 -15.851701),Ukraine,embassy,+55-61-3365-1457,mailto:emb_br@mfa.gov.ua,http://brazil.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142698
Brazil,Brasília,,Point(-47.93095 -15.82271111),United States of America,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embaixada%20USA%20Brasil%2001.jpg,http://www.wikidata.org/entity/Q10272292
Brazil,Brasília,,,Vatican City,Apostolic Nunciature,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nunciatura%20apostolica%20BSB%2002.jpg,http://www.wikidata.org/entity/Q3915078
Brazil,Minas Gerais,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934387
Brazil,Recife,,,Japan,consulate general,,,http://www.recife.br.emb-japan.go.jp/,,http://www.wikidata.org/entity/Q51718438
Brazil,Rio de Janeiro,,Point(-43.1763 -22.9098),France,consulate general,,,https://riodejaneiro.ambafrance-br.org,,http://www.wikidata.org/entity/Q16507589
Brazil,São Paulo,,Point(-46.650416666 -23.565472222),Japan,consulate general,,,http://www.sp.br.emb-japan.go.jp/itprtop_pt/,,http://www.wikidata.org/entity/Q47068479
Brazil,São Paulo,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934398
